ed872d	Cadmium Orange
b60c26	Cadmium Purple
e30022	Cadmium Red
7f3e98	Cadmium Violet
fff600	Cadmium Yellow
a67b5b	Café au Lait
4b3621	Café Noir
1e4d2b	Cal Poly Pomona Green
fcffa4	Calamansi
a3c1ad	Cambridge Blue
c19a6b	Camel
efbbcc	Cameo Pink
78866b	Camouflage Green
ffff99	Canary
ffef00	Canary Yellow
ff0800	Candy Apple Red
e4717a	Candy Pink
ffb95a	Cape Jasmine (Kuchinashi)
00bfff	Capri
592720	Caput Mortuum
ffd59a	Caramel
c41e3a	Cardinal
1ac1dd	Caribbean Blue
00cc99	Caribbean Green
960018	Carmine
d70040	Carmine (M&P)
eb4c42	Carmine Pink
ff0038	Carmine Red
ffa6c9	Carnation Pink
b31b1b	Carnelian
56a0d3	Carolina Blue
ed9121	Carrot Orange
00563f	Castleton Green
062a78	Catalina Blue
703642	Catawba
b64925	Cattail (Kaba-iro)
c95a49	Cedar Chest
92a1cf	Ceil
ace1af	Celadon
007ba7	Celadon Blue
819c8b	Celadon (Seiji-iro)
2f847c	Celadon Green
b2ffff	Celeste
4997d0	Celestial Blue
246bce	Celtic Blue
de3163	Cerise
ec3b83	Cerise Pink
2a52be	Cerulean Blue
6d9bc3	Cerulean Frost
001440	Cetacean Blue
007aa5	CG Blue
e03c31	CG Red
a0785a	Chamoisee
f7e7ce	Champagne
f1ddcf	Champagne Pink
36454f	Charcoal
232b2b	Charleston Green
d0748b	Charm
e68fac	Charm Pink
dfff00	Chartreuse (Traditional)
ffa600	Cheese
fcc9b9	Cherry Blossom (Sakura-iro)
ac8181	Cherry Blossom Mouse (Sakuranezumi)
ffb7c5	Cherry Blossom Pink
954535	Chestnut
60281e	Chestnut Leather Brown (Kurikawacha)
ffc34d	Chickadee
de6fa1	China Pink
a8516e	China Rose
141414	Chinese Black
365194	Chinese Blue
cd8032	Chinese Bronze
ab381f	Chinese Brown
cc9900	Chinese Gold
d0db61	Chinese Green
f37042	Chinese Orange
de70a1	Chinese Pink
720b98	Chinese Purple
aa381e	Chinese Red
cd071e	Chinese Red
cccccc	Chinese Silver
856088	Chinese Violet
e2e5de	Chinese White
ffb200	Chinese Yellow
b7702d	Chinese Yellow Tea (Kigaracha)
4aff00	Chlorophyll Green
7b3f00	Chocolate (Traditional)
3f000f	Chocolate Brown
58111a	Chocolate Cosmos
3c1421	Chocolate Kisses
a8a9ad	Chrome Aluminum
ffa700	Chrome Yellow
98817b	Cinereous
e34234	Cinnabar
d2691e	Cinnamon
cd607e	Cinnamon Satin
e4d00a	Citrine
933709	Citrine Brown
9fa91f	Citron
7f1734	Claret
fbcce7	Classic Rose
8f583c	Clove Brown (Chōjicha)
a96232	Clove-Dyed (Chōjizome)
181b26	Coarse Wool (Kachi-iro)
0047ab	Cobalt Blue
965a3e	Coconut
e9edf6	Coconut White
524b2a	Codium Fragile Seaweed (Miru-iro)
6f4e37	Coffee
3c3024	Cola
c4d8e2	Columbia Blue
ffffcc	Conditioner
f88379	Congo Pink
665343	Contemplation in a Tea Garden (Rokōcha)
eee0b1	Cookies and Cream
002e63	Cool Black
8c92ac	Cool Grey
b87333	Copper
da8a67	Copper (Crayola)
ad6f69	Copper Penny
cb6d51	Copper Red
996666	Copper Rose
ff3800	Coquelicot
ff7f50	Coral
f8674f	Coral (Sango-iro)
ff4040	Coral Red
fd7c6e	Coral Reef
f6a494	Coral Reef (Valspar Paint Color)
893f45	Cordovan
fbec5d	Corn
faa945	Corn (Tōmorokoshi-iro)
93ccea	Cornflower
6495ed	Cornflower Blue
fff8dc	Cornsilk
2e2d88	Cosmic Cobalt
fff8e7	Cosmic Latte
ffbcd9	Cotton Candy
81613c	Coyote Brown
fffdd0	Cream
dc143c	Crimson
be0032	Crimson Glory
990000	Crimson Red
a7d8de	Crystal
68a0b0	Crystal Blue
f5f5f5	Cultured
00b7eb	Cyan (Process)
4e82b4	Cyan Azure
28589c	Cyan Cobalt Blue
188bc2	Cyan Cornflower Blue
4682bf	Cyan-Blue Azure
58427c	Cyber Grape
ffd300	Cyber Yellow
f56fa1	Cyclamen
752e23	Cypress Bark (Hihada-iro)
6f3028	Cypress Bark Red (Benihibata)
ffff31	Daffodil
f0e130	Dandelion
fddb6d	Dandelion (Crayola)
00008b	Dark Blue
192236	Dark Blue (Kon)
1b294b	Dark Blue Lapis Lazuli (Rurikon)
666699	Dark Blue-Gray
804a00	Dark Bronze
514100	Dark Bronze (Coin)
654321	Dark Brown
88654e	Dark Brown Tangelo
5d3954	Dark Byzantium
a40000	Dark Candy Apple Red
08457e	Dark Cerulean
333333	Dark Charcoal
986960	Dark Chestnut
490206	Dark Chocolate
3c1321	Dark Chocolate (Hershey's)
cd5b45	Dark Coral
26428b	Dark Cornflower Blue
008b8b	Dark Cyan
536878	Dark Electric Blue
aa6c39	Dark Gold
b8860b	Dark Goldenrod
a9a9a9	Dark Gray (X11)
013220	Dark Green
006400	Dark Green (X11)
1f262a	Dark Gunmetal
00147e	Dark Imperial Blue
00416a	Dark Imperial Blue
614e6e	Dark Indigo (Futaai)
1a2421	Dark Jungle Green
bdb76b	Dark Khaki
483c32	Dark Lava
734f96	Dark Lavender
8bbe1b	Dark Lemon Lime
534b4f	Dark Liver
543d37	Dark Liver (Horses)
8b008b	Dark Magenta
003366	Dark Midnight Blue
4a5d23	Dark Moss Green
02075d	Dark Navy
556b2f	Dark Olive Green
ff8c00	Dark Orange
9932cc	Dark Orchid
779ecb	Dark Pastel Blue
03c03c	Dark Pastel Green
966fd6	Dark Pastel Purple
c23b22	Dark Pastel Red
e75480	Dark Pink
003399	Dark Powder Blue
4f3a3c	Dark Puce
301934	Dark Purple
872657	Dark Raspberry
8b0000	Dark Red
23191e	Dark Red (Kurobeni)
e9967a	Dark Salmon
560319	Dark Scarlet
8fbc8f	Dark Sea Green
3c1414	Dark Sienna
71706e	Dark Silver
8cbed6	Dark Sky Blue
483d8b	Dark Slate Blue
2f4f4f	Dark Slate Gray
177245	Dark Spring Green
918151	Dark Tan
ffa812	Dark Tangerine
cc4e5c	Dark Terra Cotta
00ced1	Dark Turquoise
d1bea8	Dark Vanilla
9400d3	Dark Violet
9b870c	Dark Yellow
00703c	Dartmouth Green
555555	Davy's Grey
fa7b62	Dawn (Akebono-iro)
ff8936	Daylily (Kanzō-iro)
d70a53	Debian Red
d57835	Decaying Leaves (Kuchiba-iro)
9c8aa4	Deep Amethyst
40826d	Deep Aquamarine
a9203e	Deep Carmine
ef3038	Deep Carmine Pink
e9692c	Deep Carrot Orange
da3287	Deep Cerise
fad6a5	Deep Champagne
b94e48	Deep Chestnut
704241	Deep Coffee
9b351b	Deep Dumpling
c154c1	Deep Fuchsia
056608	Deep Green
0e7c61	Deep Green-Cyan Turquoise
004b49	Deep Jungle Green
333366	Deep Koamaru
f5c71a	Deep Lemon
9955bb	Deep Lilac
cc00cc	Deep Magenta
820000	Deep Maroon
d473d4	Deep Mauve
355e3b	Deep Moss Green
ffcba4	Deep Peach
ff1493	Deep Pink
a95c68	Deep Puce
3a243b	Deep Purple (Kokimurasaki)
850101	Deep Red
843f5b	Deep Ruby
ff9933	Deep Saffron
7b3b3a	Deep Scarlet (Kokiake)
4a646c	Deep Space Sparkle
7e5e60	Deep Taupe
66424d	Deep Tuscan Red
330066	Deep Violet
ba8759	Deer
6ab2ca	Delicate Girl Blue
1560bd	Denim
2243b6	Denim Blue
669999	Desaturated Cyan
edc9af	Desert Sand
ea3c53	Desire
b9f2ff	Diamond
696969	Dim Gray
c53151	Dingy Dungeon
9b7653	Dirt
b5651e	Dirty Brown
e8e4c9	Dirty White
3f313a	Disappearing Purple (Metsushi)
1e90ff	Dodger Blue
fef65b	Dodie Yellow
d71868	Dogwood Rose
85bb65	Dollar Bill
828e84	Dolphin Gray
2496cd	Douban Blue
2e963d	Douban Green
f7c58e	Douban Light Yellow
755d5b	Dove Feather Grey (Hatobanezumi)
00009c	Duke Blue
4f4944	Dull Blue (Aonibi)
b07939	Durian
e6d0ab	Durian White
e1bd27	Durian Yellow
e5ccc9	Dust Storm
efdfbb	Dutch White
913225	Dyestalk Red (Bengara-iro)
e1a95f	Earth Yellow
5d3a1a	Earthtone
555d50	Ebony
c2b280	Ecru
1b1b1b	Eerie Black
ffa631	Egg (Tamago-iro)
614051	Eggplant
f0ead6	Eggshell
e2be9f	Eggshell Paper (Torinoko-iro)
1034a6	Egyptian Blue
17182b	Elderberry
7df9ff	Electric Blue
b56257	Electric Brown
ff003f	Electric Crimson
00ff00	Electric Green
6f00ff	Electric Indigo
ccff00	Electric Lime
ff3503	Electric Orange
f62681	Electric Pink
bf00ff	Electric Purple
e60000	Electric Red
3f00ff	Electric Ultramarine
8f00ff	Electric Violet
ffff33	Electric Yellow
50c878	Emerald
046307	Emerald Green
6c3082	Eminence
b48395	English Lavender
ab4b52	English Red
cc474b	English Vermillion
563c5c	English Violet
96c8a2	Eton Blue
44d7a8	Eucalyptus
39569c	Facebook Blue
b0927a	Faded Sen no Rikyu's Tea (Rikyūshiracha)
9b533f	Faded Spicy Red-Brown (Sōdenkaracha)
43242a	Fake Purple (Nisemurasaki)
801818	Falu Red
b53389	Fandango
de5285	Fandango Pink
f400a1	Fashion Fuchsia
e5aa70	Fawn
4d5d53	Feldgrau
fdd5b1	Feldspar
4f7942	Fern Green
ff2800	Ferrari Red
6c541e	Field Drab
ff5470	Fiery Rose
957b38	Finch Brown (Hiwacha)
ce2029	Fire Engine Red
e95c4b	Fire Opal
b22222	Firebrick
e25822	Flame
fc8eac	Flamingo Pink
f7e98e	Flavescent
eedc82	Flax
ffe9d1	Flesh
216bd6	Flickr Blue
fb0081	Flickr Pink
a2006d	Flirt
473f2d	Flirtatious Indigo Tea (Aikobicha)
ffb94e	Floral Leaf (Hanaba-iro or kayou-iro)
fffaf0	Floral White
f498ad	Flower Girl
15f4ee	Fluorescent Blue
ff004f	Folly
c91f37	Foreign Crimson (Karakurenai)
228b22	Forest Green
5fa777	Forest Green (Crayola)
014421	Forest Green (traditional)
985629	Fox (Kitsune-iro)
856d4d	French Bistre
0072bb	French Blue
fd3f92	French Fuchsia
86608e	French Lilac
9efd38	French Lime
fd6c9e	French Pink
811453	French Plum
4e1609	French Puce
c72c48	French Raspberry
f64a8a	French Rose
77b5fe	French Sky Blue
8806ce	French Violet
ac1e44	French Wine
a6e7ff	Fresh Air
5b8930	Fresh Onion (Moegi)
e936a7	Frostbite
ff00ff	Fuchsia
ff77ff	Fuchsia Pink
cc397b	Fuchsia Purple
c74375	Fuchsia Rose
e48400	Fulvous
cc6666	Fuzzy Wuzzy
dcdcdc	Gainsboro
e49b0f	Gamboge
ffb61e	Gamboge (Tōō)
996600	Gamboge Orange
ffdf46	Gargoyle Gas
733635	Garnet
007f66	Generic Viridian
f8f8ff	Ghost White
b05c52	Giant's Club
fe5a1d	Giants Orange
d8e4bc	Gin
6082b6	Glaucous
d34e36	Glazed Persimmon (Terigaki)
ab92b3	Glossy Grape
00ab66	GO Green
a57c00	Gold
e6be8a	Gold (Crayola)
d4af37	Gold (Metallic)
bd9b16	Gold Foil
85754e	Gold Fusion
cb7e1f	Gold-Brown (Yamabukicha)
ffd700	Golden
996515	Golden Brown
c66b27	Golden Brown (Kincha)
e29c45	Golden Fallen Leaves (Kikuchiba)
bb8141	Golden Oak (Kitsurubami)
fcc200	Golden Poppy
ffdf00	Golden Yellow
ffa400	Golden Yellow (Yamabuki-iro)
7d4e2d	Weathered Bamboo (Kinsusutake)
daa520	Goldenrod
4c8bf5	Google Chrome Blue
1aa260	Google Chrome Green
de5246	Google Chrome Red
ffce44	Google Chrome Yellow
203838	Goryeo Storeroom (Kōrainando)
676767	Granite Gray
a8e4a0	Granny Smith Apple
6f2da8	Grape
63424b	Grape Mouse (Budōnezumi)
bebebe	Gray (X11 Gray)
465945	Gray Asparagus
008001	Green
1cac78	Green (Crayola)
2a603b	Green (Midori)
00a877	Green (Munsell)
009f6b	Green (NCS)
00ad43	Green (Pantone)
00a550	Green Pigment
66b032	Green (RYB)
006442	Green Bamboo (Aotake-iro)
4c721d	Green Cola
a7f432	Green Lizard
6eaea1	Green Sheen
65ff00	Green Slime
824b35	Green Tea (Sencha-iro)
1164b4	Green-Blue
2887c8	Green-Blue (Crayola)
009966	Green-Cyan
adff2f	Green-Yellow
f0e891	Green-Yellow (Crayola)
bda928	Greenfinch (Hiwa-iro)
bc2d29	Silvered Red (Ginshu)
656255	Greyish Dark Green (Rikyūnezumi)
a99a86	Grullo
2a3439	Gunmetal
00ff7f	Guppie Green
f8f8f8	Guyabano
663854	Halayà úbe
8d608c	Half Color (Hashita-iro)
eb6123	Halloween Orange
446ccf	Han Blue
5218fa	Han Purple
757d75	Harbor Rat (Minatonezumi)
3fff00	Harlequin
46cb18	Harlequin Green
f29cb7	Harmonious Rose
da9100	Harvest Gold
00c3e3	Hawaii Blue
808000	Heart Gold
ff7a00	Heat Wave
df73ff	Heliotrope
aa98a9	Heliotrope Gray
aa00bb	Heliotrope Magenta
f0fff0	Honeydew
006db0	Honolulu Blue
49796b	Hooker's Green
3d5d42	Horsetail (Tokusa-iro)
ff1dce	Hot Magenta
ff69b4	Hot Pink
cf0a2c	Huawei Red
ed1c24	Huawei Red (1987-2018)
f58f84	Ibis Wing (Tokiha-iro)
71a6d2	Iceberg
923c01	Iced Tea
fcf75e	Icterine
71bc78	Iguana Green
319177	Illuminating Emerald
602f6b	Imperial
002395	Imperial Blue
66023c	Imperial Purple
ed2939	Imperial Red
b2ec5d	Inchworm
4c516d	Independence
138808	India Green
cd5c5c	Indian Red
e3a857	Indian Yellow
4b0082	Indigo
233067	Indigo (Rainbow)
2e372e	Indigo Codium Fragile Seaweed Brown (Aimirucha)
091f92	Indigo Dye
393432	Indigo Ink Brown (Aisumicha)
ebf6f7	Indigo White (Aijiro)
ff496c	Infra Red
27221f	Ink (Sumi-iro)
2d4436	Insect Screen (Mushiao)
c6c2b6	Inside of a Bottle (Kamenozoki)
360ccc	Interdimensional Blue
ff4f00	International Orange (Aerospace)
ba160c	International Orange (Engineering)
c0362c	International Orange (Golden Gate Bridge)
5a4fcf	Iris
763568	Iris (Ayame-iro)
a19d94	Iron
2b3733	Iron (Tetsu-iro)
344d56	Iron Head Flower (Noshimehana-iro)
2b3736	Iron Storage (Tetsuonando)
b3446c	Irresistible
f4f0ec	Isabelline
009000	Islamic Green
e9f6ef	Italian Ice
635a52	Italian Leather
906652	Italian Roast
fffff0	Ivory
5e5545	Iwai Brown (Iwaicha)
3d325d	Jacarta
413628	Jacko Bean
00a86b	Jade
9d2933	Japanese Carmine
264348	Japanese Indigo
7f5d3b	Japanese Iris and Sooty Bamboo (Higosusutake)
2f7532	Japanese Laurel
e2b13c	Japanese Triandra Grass (Themeda japonica) (Kariyasu)
5b3256	Japanese Violet
f8de7e	Jasmine
d73b3e	Jasper
de8f4e	Jasper Orange
a50b5e	Jazzberry Jam
da614e	Jelly Bean
44798e	Jelly Bean Blue
343434	Jet
bbd0c9	Jet Stream
f4ca16	Jonquil
8ab9f1	Jordy Blue
bdda57	June bud
29ab87	Jungle Green
4cbb17	Kelly Green
7c1c05	Kenyan Copper
3ab09e	Keppel
e8f48c	Key Lime
3d4c51	Kimono Storage (Omeshionando)
8ee53f	Kiwi
882d17	Kobe
e79fc4	Kobi
354230	Kombu Green
512888	KSU purple
e8000d	KU crimson
fb9912	Kumquat
d6cadd	Languid Lavender
e0bc5b	Lanzones
26619c	Lapis Lazuli
1f4788	Lapis Lazuli (Ruri-iro)
ffff66	Laser Lemon
a9ba9d	Laurel Green
cf1020	Lava
b57edc	Lavender (Floral)
ccccff	Lavender Blue
fff0f5	Lavender Blush
c4c3d0	Lavender Gray
9457eb	Lavender Indigo
ee82ee	Lavender Magenta
e6e6fa	Lavender Mist
fbaed2	Lavender Pink
967bb6	Lavender Purple
fba0e3	Lavender Rose
7cfc00	Lawn Green
2e211b	Legal Dye (Kenpōzome)
fff700	Lemon
fffacd	Lemon Chiffon
cca01d	Lemon Curry
fdff00	Lemon Glacier
bd3000	Lemon Iced Tea
e3ff00	Lemon Lime
5cff67	Lemon Lime
f6eabe	Lemon Meringue
fff44f	Lemon Yellow
ffff9f	Lemon Yellow (Crayola)
ba93d8	Lenurple
545aa7	Liberty
1a1110	Licorice
add8e6	Light Blue
48929b	Light Blue (Asagi-iro)
1d697c	Light Blue Flower (Hanaasagi)
044f67	Light Blue Silk (Hanada)
b5651d	Light Brown
e66771	Light Carmine Pink
551f2f	Light Chocolate Cosmos
88ace0	Light Cobalt Blue
f08080	Light Coral
f56991	Light Crimson
e0ffff	Light Cyan
ff5ccd	Light Deep Pink
c8ad7f	Light French Beige
f984ef	Light Fuchsia Pink
b29700	Light Gold
fafad2	Light Goldenrod Yellow
d3d3d3	Light Gray
cc99cc	Light Grayish Magenta
90ee90	Light Green
ffb3de	Light Hot pink
f0e68c	Light Khaki
ff80ff	Light Magenta
d39bcb	Light Medium Orchid
addfad	Light Moss Green
fed8b1	Light Orange
e6a8d7	Light Orchid
b19cd9	Light Pastel Purple
c5cbe1	Light Periwinkle
ffb6c1	Light Pink
ffcccb	Light Red
ffa07a	Light Salmon
ff9999	Light Salmon Pink
20b2aa	Light Sea Green
d8d8d8	Light Silver
87cefa	Light Sky Blue
778899	Light Slate Gray
b0c4de	Light Steel Blue
b38b6d	Light Taupe
ffffe0	Light Yellow
f7bb7d	Light Yellow (Asagi)
c8a2c8	Lilac
ae98aa	Lilac Luster
32cd32	Lime Green
d1e189	Lime Pulp
9dc209	Limerick
195905	Lincoln Green
faf0e6	Linen
0072b1	Linkedin Blue
6ca0dc	Little Boy Blue
f8b9d4	Little Girl Pink
674c47	Liver
b86d29	Liver (Dogs)
6c2e1f	Liver (Organ)
987456	Liver Chestnut
b95754	Long Spring (Chōshun-iro)
ab6134	Loquat Brown (Biwacha)
fefdfa	Lotion
15f2fd	Lotion Blue
eccfcf	Lotion Pink
ffe4cd	Lumber
e62020	Lust
dc5349	Lychee
7f6b5d	Lye (Aku-iro)
ffbd88	Macaroni and Cheese
cc3336	Madder Lake
ca1f7b	Magenta (Dye)
d0417e	Magenta (Pantone)
ff0090	Magenta (Process)
9f4576	Magenta Haze
cc338b	Magenta Pink
aaf0d1	Magic Mint
ff4466	Magic Potion
f8f4ff	Magnolia
c04000	Mahogany
f2c649	Maize (Crayola)
6050dc	Majorelle Blue
0bda51	Malachite
979aaa	Manatee
f37a48	Mandarin
fdbe02	Mango
96ff00	Mango Green
ff8243	Mango Tango
e7c9a9	Manila
74c365	Mantis
bb9351	Maple Syrup
880085	Mardi Gras
f2d930	Margarine
b0c24a	Margarita
eaa221	Marigold
5e2824	Maroon Shrimp (Ebicha)
b03060	Maroon (X11)
e0b0ff	Mauve
915f6d	Mauve Taupe
ef98aa	Mauvelous
47abcc	Maximum Blue
30bfbf	Maximum Blue Green
acace6	Maximum Blue Purple
5e8c31	Maximum Green
d9e650	Maximum Green Yellow
ff5b00	Maximum Orange
733380	Maximum Purple
d92121	Maximum Red
a63a79	Maximum Red Purple
fafa37	Maximum Yellow
f2ba49	Maximum Yellow Red
4c9141	May Green
73c2fb	Maya Blue
e5b73b	Meat Brown
f9906f	Meat (Shishi-iro)
66ddaa	Medium Aquamarine
0000cd	Medium Blue
e2062c	Medium Candy Apple Red
af4035	Medium Carmine
f3e5ab	Medium Champagne
c93756	Medium Crimson (Nakabeni)
035096	Medium Electric Blue
1c352d	Medium Jungle Green
dda0dd	Medium Lavender Magenta
ba55d3	Medium Orchid
0067a5	Medium Persian Blue
9370db	Medium Purple
bb3385	Medium Red-Violet
aa4069	Medium Ruby
3cb371	Medium Sea Green
80daeb	Medium Sky Blue
7b68ee	Medium Slate Blue
c9dc87	Medium Spring Bud
00fa9a	Medium Spring Green
48d1cc	Medium Turquoise
d9603b	Medium Vermilion
c71585	Medium Violet-Red
fdbcb4	Melancholy
f8b878	Mellow Apricot
febaad	Melon
c1f9a2	Menthol
32527b	Metallic Blue
a97142	Metallic Bronze
ac4313	Metallic Brown
296e01	Metallic Green
da680f	Metallic Orange
eda6c4	Metallic Pink
a62c2b	Metallic Red
0a7e8c	Metallic Seaweed
9c7c38	Metallic Sunburst
5b0a91	Metallic Violet
fdcc0d	Metallic Yellow
e4007c	Mexican Pink
00a2ed	Microsoft Blue
0078d7	Microsoft Edge Blue
7db700	Microsoft Green
f04e1f	Microsoft Red
fdb900	Microsoft Yellow
7ed4e6	Middle Blue
8dd9cc	Middle Blue Green
8b72be	Middle Blue Purple
4d8c57	Middle Green
acbf60	Middle Green Yellow
8b8680	Middle Grey
d982b5	Middle Purple
e58e73	Middle Red
a55353	Middle Red Purple
ffeb00	Middle Yellow
ecb176	Middle Yellow Red
702670	Midnight
191970	Midnight Blue
00468c	Midnight Glue
004953	Midnight Green (Eagles Green)
ffc40c	Mikado Yellow
fdfff5	Milk
84563c	Milk Chocolate
ffdae9	Mimi Pink
e3f988	Mindaro
36747d	Ming
f5e050	Minion Yellow
3eb489	Mint
f5fffa	Mint Cream
98ff98	Mint Green
bbb477	Misty Moss
ffe4e1	Misty Rose
bea493	Mocha
3aa8c1	Moonstone
73a9c2	Moonstone Blue
ae0c00	Mordant Red 19
8da399	Morning Blue
8b7d3a	Moss (Koke-iro)
8a9a5b	Moss Green
30ba8f	Mountain Meadow
997a8d	Mountbatten Pink
5c544e	Mousy Indigo (Ainezumi)
