766980	Mousy Wisteria (Fujinezumi)
18453b	MSU Green
70543e	Mud
cb6649	Distant River (Enshūcha)
306030	Mughal green
c54b8c	Mulberry
c8509b	Mulberry (Crayola)
59292c	Mulberry Dye (Kuwazome)
c57f2e	Mulberry-Dyed (Kuwazome)
ffdb58	Mustard
cd7a00	Mustard Brown
6e6e30	Mustard Green
e1ad01	Mustard Yellow
317873	Myrtle Green
d65282	Mystic
ad4379	Mystic Maroon
ff5500	Mystic Red
f6adc6	Nadeshiko Pink
2a8000	Napier Green
fada5e	Naples Yellow
ffdead	Navajo White
000080	Navy Blue
191f45	Navy Blue Bellflower (Konkikyō)
1b03a3	Neon Blue
ffa343	Neon Carrot
fe4164	Neon Fuchsia
39ff14	Neon Green
006c7f	New Bridge (Shinbashi-iro)
214fc6	New Car
d7837f	New York Pink
727472	Nickel
5c4827	Nightingale (Uguisucha)
e4000f	Nintendo Red
a4dded	Non-Photo Blue
059033	North Texas Green
e9ffdb	Nyanza
4f42b5	Ocean Blue
0077be	Ocean Boat Blue
48bf91	Ocean Green
cc7722	Ochre
ff4e20	Red Ochre (Ōtan)
be7f51	Yellow Ochre (Ōdo-iro)
fd5240	Ogre Odor
5e644f	Old Bamboo (Oitake-iro)
43302e	Old Burgundy
cfb53b	Old Gold
fdf5e6	Old Lace
796878	Old Lavender
673147	Old Mauve
867e36	Old Moss Green
c08081	Old Rose
6b8e23	Olive Drab #3
3c341f	Olive Drab #7
b5b35c	Olive Green
9ab973	Olivine
364141	Onando (Onando-iro)
f08f90	One Kin Dye (Ikkonzome)
353839	Onyx
a8c3bc	Opal
b784a7	Opera Mauve
ff1b2d	Opera Red
4d646c	Opposite Flower (Masuhana-iro)
ff6600	Orange
ff7f00	Orange (Color Wheel)
ff7538	Orange (Crayola)
ff5800	Orange (Pantone)
fb9902	Orange (RYB)
ff9f00	Orange Peel
fa5b3d	Orange Soda
eb593d	Orange Soda
ff681f	Orange-Red
ff5349	Orange-Red (Crayola)
f5bd1f	Orange-Yellow
f8d568	Orange-Yellow (Crayola)
da70d6	Orchid
e29cd2	Orchid (Crayola)
f2bdcd	Orchid Pink
fb4f14	Orioles Orange
841617	OU Crimson Red
414a4c	Outer Space
2d383a	Outer Space (Crayola)
ff6e4a	Outrageous Orange
e35c38	Overdyed Red-Brown (Sohi)
002147	Oxford Blue
6d9a79	Oxley
1ca9c9	Pacific Blue
6b4947	Painite
006600	Pakistan Green
273be2	Palatinate Blue
682860	Palatinate Purple
8c9c76	Pale Plue (Usuao)
afeeee	Pale Turquoise
987654	Pale Brown
9bc4e2	Pale Cerulean
ddadaf	Pale Chestnut
abcdef	Pale Cornflower Blue
87d3f8	Pale Cyan
aa8736	Pale Fallen Leaves (Aokuchiba)
eee8aa	Pale Goldenrod
98fb98	Pale Green
749f8d	Pale Green Onion (Mizuasagi)
ffa565	Pale Incense (Usukō)
dcd0ff	Pale Lavender
f984e5	Pale Magenta
ff99cc	Pale Magenta-Pink
bba46d	Pale Oak (Aoshirotsurubami)
fca474	Pale Persimmon (Usugaki)
fadadd	Pale Pink
fae6fa	Pale Purple (Pantone)
db7093	Pale Red-Violet
96ded1	Pale Robin Egg Blue
c9c0bb	Pale Silver
ecebbd	Pale Spring Bud
bc987e	Pale Taupe
cc99ff	Pale Violet
8db255	Pale Young Green Onion (Usumoegi)
6f9940	Palm Leaf
0040be	Panasonic blue
78184a	Pansy purple
009b7d	Paolo Veronese Green
ffefd5	Papaya Whip
e63e62	Paradise Pink
7eb6ff	Parakeet Blue
d998a0	Parrot Pink
aec6cf	Pastel Blue
836953	Pastel Brown
cfcfc4	Pastel Gray
77dd77	Pastel Green
f49ac2	Pastel Magenta
ffb347	Pastel Orange
dea5a4	Pastel Pink
b39eb5	Pastel Purple
ff6961	Pastel Red
cb99c9	Pastel Violet
fdfd96	Pastel Yellow
407a52	Patina (Rokushō)
800080	Patriarch
d9b611	Patrinia Flowers (Ominaeshi)
ffe5b4	Peach
f39998	Peach Burst
ffdab9	Peach Puff
f47983	Peach (Momo-iro)
ffcc99	Peach-Orange
fadfad	Peach-Yellow
d1e231	Pear
eae0c8	Pearl
88d8c0	Pearl Aqua
b768a2	Pearly Purple
f5f3ef	Penguin White
e6e200	Peridot
c3cde6	Periwinkle (Crayola)
e12c2c	Permanent Geranium Lake
1c39bb	Persian Blue
00a693	Persian Green
32127a	Persian Indigo
d99058	Persian Orange
f77fbe	Persian Pink
701c1c	Persian Plum
cc3333	Persian Red
fe28a2	Persian Rose
ec5800	Persimmon
934337	Persimmon Juice (Kakishibu-iro)
cd853f	Peru
8ba8b7	Pewter Blue
0038a7	Philippine Blue
6e3a07	Philippine Bronze
5d1916	Philippine Brown
b17304	Philippine Gold
8c8c8c	Philippine Gray
008543	Philippine Green
ff7300	Philippine Orange
fa1a8e	Philippine Pink
ce1127	Philippine Red
b3b3b3	Philippine Silver
81007f	Philippine Violet
fecb00	Philippine Yellow
df00ff	Phlox
000f89	Phthalo Blue
123524	Phthalo Green
45b1e8	Picton Blue
c30b4e	Pictorial Carmine
fddde6	Piggy Pink
01796f	Pine Green
454d32	Pine Needle (Matsuba-iro)
2a2f23	Pine Tree
563c0d	Pineapple
ffc0cb	Pink
d74894	Pink (Pantone)
fc74fd	Pink Flamingo
ffddf4	Pink Lace
d8b2d1	Pink Lavender
e7accf	Pink Pearl
980036	Pink Raspberry
f78fa7	Pink Sherbet
93c572	Pistachio
391285	Pixie Powder
6e5f57	Plain Mouse (Sunezumi)
e5e4e2	Platinum
8e4585	Plum
8f4155	Plum Purple (Umemurasaki)
97645a	Plum Blossom Mouse (Umenezumi)
fa9258	Plum-Dyed (Umezome)
5946b2	Plump Purple
35654d	Poker Green
985538	Polished Brown (Tonocha)
5da493	Polished Pine
660c21	Pomegranate
96a53c	Pomelo
bfbd70	Pomelo Olive
f9ffe3	Pomelo White
f6a08c	Poppy Petal
be4f62	Popstar
936900	Porcupine
ff5a36	Portland Orange
b0e0e6	Powder Blue
ff85cf	Princess Perfume
f58025	Princeton Orange
003153	Prussian Blue
003171	Prussian Blue (Konjō-iro)
cc8899	Puce
722f37	Puce Red
644117	Pullman Brown (UPS Brown)
3b331c	Pullman Green
ff7518	Pumpkin
c3272b	Pure Crimson (Akabeni)
6a0dad	Purple
9f00c5	Purple (Munsell)
4f284b	Purple (Murasaki)
a020f0	Purple (X11)
69359c	Purple Heart
512c31	Purple Kite (Murasakitobi)
9678b6	Purple Mountain Majesty
4e5180	Purple Navy
fe4eda	Purple Pizzazz
9c51b6	Purple Plum
50404d	Purple Taupe
9a4eae	Purpureus
51484f	Quartz
436b95	Queen Blue
e8ccd7	Queen Pink
a6a6a6	Quick Silver
8e3a59	Quinacridone Magenta
6a5445	Quincy
491e3c	Rabbit-ear Iris (Kakitsubata)
ff355e	Radical Red
242124	Raisin black
fbab60	Rajah
c71232	Rambutan
a72127	Rambutan Red
e3b130	Rape-blossom Brown (Nanohanacha)
a17917	Rapeseed Oil (Nataneyu-iro)
e30b5d	Raspberry
e25098	Raspberry Pink
d68a59	Raw Sienna
826644	Raw Umber
ff33cc	Razzle Dazzle Rose
e3256b	Razzmatazz
8d4e85	Razzmic Berry
663399	Rebecca Purple
ff0000	Red
ee204d	Red (Crayola)
f2003c	Red (Munsell)
c40233	Red (NCS)
fe2712	Red (RYB)
672422	Red Bean (Azuki-iro)
9d2b22	Red birch (Benikaba)
b62020	Red Cola
860111	Red Devil
f07f5e	Red Incense (Akakō-iro)
913228	Red Kite (Benitobi)
9f5233	Red Ochre (Taisha-iro)
db5a6b	Red Plum (Kōbai-iro)
fd3a4a	Red Salsa
bb7796	Red Wisteria (Benifuji)
fb8136	Red-Bronze (Beniukon)
a13d2d	Edō Brown (Edocha)
8b352d	Chestnut Plum (Kiriume)
ff4500	Red-Orange (Color wheel)
dc3023	Orangutan (Shōjōhi)
e40078	Red-Purple
922b3e	Red-Violet (Color Wheel)
c0448f	Red-Violet (Crayola)
a45a52	Redwood
522d80	Regalia
002387	Resolution Blue
777696	Rhythm
004040	Rich Black
010b13	Rich Black (FOGRA29)
010203	Rich Black (FOGRA39)
f1a7fe	Rich Brilliant Lavender
0892d0	Rich Electric Blue
f57f4f	Rich Gardenia (Kokikuchinashi)
a76bcf	Rich Lavender
b666d2	Rich Lilac
444c38	Rifle Green
534a32	Rikan Brown (Rikancha)
ff7952	Rinsed-Out Red (Araishu)
ffc324	Ripe Mango
00cccc	Robin Egg Blue
8a7f80	Rocket Metallic
838996	Roman Silver
290e05	Root Beer
f9429e	Rose Bonbon
9e5e6f	Rose Dust
674846	Rose Ebony
960145	Rose Garnet
b76e79	Rose Gold
ff66cc	Rose Pink
bd559c	Rose Quartz Pink
c21e56	Rose Red
905d5d	Rose Taupe
ab4e52	Rose Vale
65000b	Rosewood
d40000	Rosso Corsa
bc8f8f	Rosy Brown
0038a8	Royal Azure
002366	Royal Blue (Dark)
4169e1	Royal Blue (Light)
523b35	Royal Brown
ca2c92	Royal Fuchsia
136207	Royal Green
f99245	Royal Orange
e73895	Royal Pink
7851a9	Royal Purple
d00060	Royal Red
9b1c31	Royal Red
ce4676	Ruber
d10056	Rubine Red
e0115f	Ruby
9b111e	Ruby Red
ff0028	Ruddy
bb6528	Ruddy Brown
e18e96	Ruddy Pink
a81c07	Rufous
716675	Rum
80461b	Russet
679267	Russian Green
32174d	Russian Violet
b7410e	Rust
6a7f7a	Rusted Light Blue (Sabiasagi)
898a74	Rusty Celadon (Sabiseiji)
da2c43	Rusty Red
455859	Rusty Storage (Sabionando)
3a403b	Rusty Storeroom (Sabitetsuonando)
043927	Sacramento State Green
8b4513	Saddle Brown
ff7800	Safety Orange
ff6700	Blaze Orange
eed202	Safety Yellow
5a4f74	Safflower (Benikakehana-iro)
f4c430	Saffron
bcb88a	Sage
fa8072	Salmon
ff91a4	Salmon Pink
e7968b	Salmon Rose
12279e	Samsung Blue
ecd540	Sandstorm
f4a460	Sandy Brown
fdd9b5	Sandy Tan
92000a	Sangria
507d2a	Sap Green
7e2639	Sappanwood (Suō)
a24f46	Sappanwood Incense (Suōkō)
0f52ba	Sapphire
ff4681	Sasquatch Socks
cba135	Satin Sheen Gold
ec956c	Sawtooth Oak (Akashirotsurubami)
ff2400	Scarlet
cf3a24	Scarlet Blood (Ake)
ffd800	School Bus Yellow
351f19	Scorched Brown (Kogecha)
66ff66	Screamin' Green
006994	Sea Blue
9fe2bf	Sea Foam Green
2e8b57	Sea Green
00ffcd	Sea Green (Crayola)
4bc7cf	Sea Serpent
59260b	Seal Brown
fff5ee	Seashell
ffba00	Selective Yellow
826b58	Sen no Rikyu's Tea (Rikyūcha)
704214	Sepia
00a870	Sesame Street Green
8a795d	Shadow
778ba5	Shadow Blue
ffcff1	Shampoo
009e60	Shamrock Green
ffe670	Shandy
8fd400	Sheen Green
d98695	Shimmering Blush
5fa778	Shiny Shamrock
fc0fc0	Shocking Pink
ff6fff	Shocking Pink (Crayola)
354e4b	Silk Crepe Brown (Omeshicha)
aaa9ad	Silver (Metallic)
acacac	Silver Chalice
afb1ae	Silver Foil
5d89ba	Silver Lake Blue
c4aead	Silver Pink
bfc1c2	Silver Sand
97867c	Silver-Grey (Ginnezumi)
4c3d30	Simmered Seaweed (Mirucha)
cb410b	Sinopia
7a942e	Siskin Sprout Yellow (Hiwamoegi)
ff3855	Sizzling Red
ffdb00	Sizzling Sunrise
007474	Skobeloff
87ceeb	Sky Blue
76d7ea	Sky Blue (Crayola)
4d8fac	Sky Blue (Sora-iro)
cf71af	Sky Magenta
6a5acd	Slate Blue
708090	Slate Gray
299617	Slimy Green
ff6d3a	Smashed Pumpkin
c84186	Smitten
738276	Smoke
832a0d	Smokey Topaz
100c08	Smoky Black
933d41	Smoky Topaz
fffafa	Snow
cec8ef	Soap
545a2c	Soldier Green
893843	Solid Pink
757575	Sonic Silver
4d4b3a	Sooty Willow Bamboo (Yanagisusutake)
1d2951	Space Cadet
807532	Spanish Bistre
0070b8	Spanish Blue
d10047	Spanish Carmine
e51a4c	Spanish Crimson
989898	Spanish Gray
009150	Spanish Green
e86100	Spanish Orange
f7bfbe	Spanish Pink
66033c	Spanish Purple
e60026	Spanish Red
4c2882	Spanish Violet
007f5c	Spanish Viridian
f6b511	Spanish Yellow
8c4736	Sparrow Brown (Suzumecha)
9e1316	Spartan Crimson
8b5f4d	Spicy Mix
b35c44	Chinese Tea (Karacha)
0fc0fc	Spiro Disco Ball
fdfe03	Sponge
a7fc00	Spring Bud
87ff2a	Spring Frost
ec2131	Sprint Red
ffdd05	Sprint Yellow
23297a	St. Patrick's Blue
78779b	Stained Red (Benimidori)
007bb8	Star Command Blue
d3b17d	Steamed Chestnut (Mushikuri-iro)
4682b4	Steel Blue
cc33cc	Steel Pink
5f8a8b	Steel Teal
a09484	Stone Terrace
cf142b	Stop Red
3d4035	Storeroom Brown (Onandocha)
4f666a	Stormcloud
e4d96f	Straw
fc5a8d	Strawberry
d9463e	Strawberry Daiquiri
8b171a	Strawberry Jam
c83f49	Strawberry Red
e9399e	Strong boy Pink
ffa26b	Stylish Persimmon (Sharegaki)
914e75	Sugar Plum
e08a1e	Sumac-Dyed (Hajizome)
592b1f	Sumac-Dyed (Kōrozen)
ff404c	Sunburnt Cyclops
ffcc33	Sunglow
f2f27a	Sunny
e3ab57	Sunray
fd5e53	Sunset Orange
ffc922	Sunset Yellow
cf6ba9	Super Pink
a83731	Sweet Brown
f29eab	Sweet Sixteen
d2b48c	Tan
d99a6c	Tan (Crayola)
f94d00	Tangelo
f28500	Tangerine
ffcc00	Tangerine Yellow
ff4200	Taobao Orange
003b6f	Tardis Blue
fb4d46	Tart Orange
976e9a	Tatarian Aster (Shion-iro)
8b8589	Taupe Gray
d0f0c0	Tea Green
008080	Teal
367588	Teal Blue
99e6b3	Teal Deer
00827f	Teal Green
cf3476	Telemagenta
3c2126	Temptress
cd5700	Tenné (Tawny)
e2725b	Terra Cotta
785e49	Undried Wall (Namakabe-iro)
a87ca0	Thin Color (Usu-iro)
d8bfd8	Thistle
ebb0d7	Thistle (Crayola)
317589	Thousand Herb (Chigusa-iro)
3b3429	Thousand Year Brown (Sensaicha)
374231	Thousand Year Green (Sensaimidori)
f7665a	Thrice-dyed Crimson (Jinzamomi)
fc89ac	Tickle Me Pink
0abab5	Tiffany Blue
e08d3c	Tiger's Eye
dbd7d2	Timberwolf
878681	Titanium
eee600	Titanium Yellow
ff6347	Tomato
b21807	Tomato Sauce
746cc0	Toolbox
ffc87c	Topaz
fd0e35	Tractor Red
a4345d	Tree Peony (Bōtan)
808080	Trolley Grey
00755e	Tropical Rain Forest
cda4de	Tropical Violet
0073cf	True Blue
2d68c4	True Blue
8f1d21	True Red (Shinshu)
3e8ede	Tufts Blue
ff878d	Tulip
deaa88	Tumbleweed
b57281	Turkish Rose
e69b3a	Turmeric (Ukon-iro)
40e0d0	Turquoise
00ffef	Turquoise Blue
a0d6b4	Turquoise Green
00c5cd	Turquoise Surf
7c4848	Tuscan Red
c09999	Tuscany
8a496b	Twilight Lavender
26a7de	Twitter Blue
0033aa	UA Blue
d9004c	UA Red
8878c3	Ube
536895	UCLA Blue
ffb300	UCLA Gold
ba0001	UE Ted
3cd070	UFO Green
fc6c85	Ultra Ted
4166f5	Ultramarine Blue
5d8cae	Ultramarine (Gunjō-iro)
635147	Umber
ffddca	Unbleached Silk
bcb58c	Underside of Willow Leaves (Urahayanagi)
5b92e5	United Nations Blue
b78727	University of California Gold
f77f00	University of Tennessee Orange
7b1113	UP Maroon
ae2029	Upsdell Red
e1ad21	Urobilin
004f98	USAFA Blue
d3003f	Utah Crimson
080808	Vampire Black
664228	Van Dyke Brown
f38fa9	Vanilla Ice
c5b358	Vegas Gold
224634	Velvet (Birōdo)
c80815	Venetian Red
43b3ae	Verdigris
cd040b	Verizon Red
ec1c24	Verizon Red (2000-2015)
d9381e	Vermilion
18880d	Verse Green
74bbfb	Very Light Azure
6666ff	Very Light Blue
64e986	Very Light Malachite Green
ffb077	Very Light Tangelo
ffdfbf	Very Pale Orange
ffffbf	Very Pale Yellow
6d2b50	Vine Grape (Ebizome)
38a32a	Vine Green
7f00ff	Violet (Color Wheel)
963d7f	Violet (Crayola)
8601af	Violet (RYB)
324ab2	Violet-Blue
766ec8	Violet-Blue (Crayola)
f75394	Violet-Red
891446	Violet-Red
8366f4	Violets are Blue
674403	Violin Brown
009698	Viridian Green
7c9ed9	Vista Blue
ef3939	Vivaldi Red
922724	Vivid Auburn
9f1d35	Vivid Burgundy
da1d81	Vivid Cerise
00aaee	Vivid Cerulean
cc0033	Vivid Crimson
ff9900	Vivid Gamboge
a6d608	Vivid Lime Green
00cc33	Vivid Malachite
b80ce3	Vivid Mulberry
ff5f00	Vivid Orange
ffa000	Vivid Orange Peel
cc00ff	Vivid Orchid
ff006c	Vivid Raspberry
f70d1a	Vivid Red
df6124	Vivid Red-Tangelo
00ccff	Vivid Sky blue
f07427	Vivid Tangelo
ffa089	Vivid Tangerine
e56024	Vivid Vermilion
9f00ff	Vivid Violet
ffe302	Vivid Yellow
bfc0ee	Vodka
ceff00	Volt
34b233	Wageningen Green
9f7462	Walnut-Dyed (Kurumizome)
004242	Warm Black
ffb3a7	Washed-out Crimson (Arazome)
ec8254	Washed-out Persimmon (Araigaki)
d4f1f9	Water
b56c60	Water Persimmon (Mizugaki)
eeff1b	Watermelon Yellow
a4f4f9	Waterspout
593a27	Sooty Bamboo (Susutake-iro)
1f8eed	Weebly Blue
ff9a00	Weebly Orange
7c98ab	Weldon Blue
645452	Wenge
f5deb3	Wheat
ffffff	White
ede6d6	White Chocolate
e6e0d4	White Coffee
b9a193	White Mouse (Shironezumi)
ce9f6f	White Oak (Shirotsurubami)
c48e69	White Tea (Shiracha)
a5ba93	Whitish Green (Byakuroku)
a2add0	Wild Blue Yonder
d470a2	Wild Orchid
ff43a4	Wild Strawberry
8c9e5e	Willow Dye (Yanagizome)
817b69	Willow Grey (Yanaginezumi)
9c8a4d	Willow Tea (Yanagicha)
fd5800	Willpower Orange
ab4c3d	Wilted Lawn Clippings (Shikancha)
a75502	Windsor Tan
b11226	Wine Red
ff007c	Winter Sky
a0e6ff	Winter Wizard
56887d	Wintergreen Dream
c9a0dc	Wisteria
4d3b3c	Wisteria and Burnt Bamboo (Fujisusutake)
89729e	Wisteria (Fuji-iro)
875f9a	Wisteria Purple (Fujimurasaki)
738678	Xanadu
0e7a0d	Xbox Green
fd4900	Xiaomi Orange
0f4d92	Yale Blue
1c2841	Yankees Blue
ffff00	Yellow
fce883	Yellow (Crayola)
efcc00	Yellow (Munsell)
fedf00	Yellow (Pantone)
fefe33	Yellow (RYB)
ffae42	Yellow Orange
ff9505	Yellow Orange (Color Wheel)
fff000	Yellow Rose
896c39	Yellow Sea Pine (Kimirucha)
9acd32	Yellow-Green
30b21a	Yellow-Green (Color Wheel)
c5e384	Yellow-Green (Crayola)
2e5090	YInMn Blue
6b9362	Young Bamboo (Wakatake-iro)
b2071d	Youtube Red
0014a8	Zaffre
ebc2af	Zinnwaldite
2c1608	Zinnwaldite Brown
39a78e	Zomp
